patient	ref	tgt	L1_atlas	L1_zero	L1_atlas_oracle	alpha_oracle	cos	ratio_atlas	ratio_oracle
P2	7	3	0.4956000745296478	0.5195949673652649	0.4565352201461792	0.558396298743771	0.45075339944437554	0.9538200053066543	0.8786367244108507
P2	7	4	0.33977505564689636	0.37855276465415955	0.3353889584541321	0.6177770759901613	0.3838906226174207	0.897563265605285	0.8859767772678631
P2	7	5	0.22996565699577332	0.23484349250793457	0.2218441665172577	0.45608306759439243	0.25546111754488693	0.9792294201552276	0.9446468545844945
P2	7	6	0.15803010761737823	0.09567362815141678	0.09750726819038391	-0.11494065928238563	-0.13758178797610013	1.651762462350374	1.0191655744053643
P2	7	8	0.27719423174858093	0.14191652834415436	0.14191731810569763	-0.0003412728844894529	-0.0005892434663714715	1.9532202131972372	1.0000055649722586
P2	7	9	0.6303829550743103	0.4134689271450043	0.4071018695831299	0.15027270976588442	0.20482971781357395	1.5246199017350435	0.9846008801535854
P2	7	10	0.8508796691894531	0.6140943169593811	0.594060480594635	0.29028971183421226	0.3717036857907198	1.3855846662162385	0.967376613312526
P2	8	1	0.6205342411994934	0.6211273670196533	0.5365833640098572	0.5468814464013149	0.5534548289073977	0.9990450818114714	0.8638862051507046
P2	8	2	0.5136228799819946	0.6124751567840576	0.49810588359832764	0.7620481225461643	0.5858318715003374	0.8386019813095609	0.8132670820703124
P2	8	3	0.44608810544013977	0.5179466605186462	0.4464004337787628	0.8894740317219387	0.4372666655005106	0.8612626346378006	0.8618656471918545
P2	8	4	0.41820523142814636	0.4003410339355469	0.3943891227245331	0.18394742666965808	0.10146142038046413	1.0446224493077458	0.9851328974387071
P2	8	5	0.43383800983428955	0.2936067581176758	0.29831504821777344	-0.08358813876411754	-0.08571536373397079	1.4776158853278505	1.0160360413032816
P2	8	6	0.4273364543914795	0.19569849967956543	0.19870781898498535	-0.0813496858243936	-0.143499988618798	2.183647064700013	1.0153773243553086
P2	8	7	0.2722460925579071	0.13139864802360535	0.13161887228488922	-0.018356563558349588	-0.0307754520964169	2.0719093891209517	1.0016760009680183
P2	8	9	0.333553284406662	0.2759760618209839	0.2670535147190094	0.35528777988474447	0.3595911067011078	1.2086312204245688	0.9676691266514187
P2	8	10	0.602375328540802	0.5230516195297241	0.4891009032726288	0.45731984017323246	0.4623506302691493	1.151655603480203	0.9350910789883025
P2	9	1	0.3573550879955292	0.4381266236305237	0.3493982255458832	0.833510387577777	0.6643101140743862	0.815643397870498	0.7974822955304675
P2	9	2	0.35517221689224243	0.4555831253528595	0.3527967035770416	1.277409640804291	0.6391274024431866	0.7795991491501215	0.7743849232865957
P2	9	3	0.4449350833892822	0.37848344445228577	0.37727800011634827	0.03799823694753686	0.025355635543778267	1.175573436331305	0.9968150672014678
P2	9	4	0.5501471757888794	0.3621029257774353	0.35995540022850037	0.0337599450831644	0.039657319087212296	1.5193116007215708	0.9940692952305641
P2	9	5	0.6753740906715393	0.4001801013946533	0.3945392966270447	0.07417851836578668	0.11246661303008888	1.6876753449704702	0.9859043347034246
P2	9	6	0.7503125667572021	0.42260608077049255	0.4166276156902313	0.09390028242575917	0.15265254634538433	1.7754419562284511	0.9858533387182661
P2	9	7	0.6402124762535095	0.4159308969974518	0.4095737338066101	0.15848981698729012	0.21005849606342464	1.539227984444329	0.9847158188133337
P2	9	8	0.33668383955955505	0.279457151889801	0.27070993185043335	0.3651679973549698	0.3564005764797047	1.2047780394338248	0.9686992443019781
P2	9	10	0.2619016170501709	0.26638296246528625	0.2365250587463379	0.6699303427980224	0.5785375686667257	0.9831770569196994	0.8879136133834411
P2	10	1	0.14904753863811493	0.1782696396112442	0.15061399340629578	1.3496308289725982	0.6666009259680885	0.8360792054280559	0.844866202314328
P2	10	2	0.28328070044517517	0.2332502007484436	0.23246796429157257	0.09529157079309476	0.06338984062017788	1.214492847321013	0.9966463631998557
P2	10	3	0.49324357509613037	0.3059595823287964	0.2953912019729614	0.14185016518390514	0.20849228917038687	1.6121200432482978	0.9654582468854407
P2	10	4	0.6811195611953735	0.45358723402023315	0.42390698194503784	0.2368909707880433	0.36451267452051533	1.5016285955812214	0.9345655039447796
P2	10	5	0.8613600730895996	0.562796413898468	0.5352828502655029	0.24313509649981635	0.3779810687967361	1.5305002871695526	0.9511127595103535
P2	10	6	0.9461633563041687	0.616239607334137	0.5921276211738586	0.2537959488947142	0.3841423835346953	1.5353822523633096	0.9608723849078978
P2	10	7	0.863258957862854	0.6378633975982666	0.6130480170249939	0.31612968014130927	0.3937505317443919	1.35336023530001	0.9610960894343373
P2	10	8	0.6049928665161133	0.5373860001564026	0.49990198016166687	0.4843079646374267	0.4764494796853373	1.1258068992121755	0.9302474943823876
P2	10	9	0.26026567816734314	0.27200964093208313	0.23873965442180634	0.6989978111634085	0.5920713082579628	0.9568251966198791	0.8776882084169074
P3	1	2	0.24802468717098236	0.2865368723869324	0.25169867277145386	1.4307709518988827	0.61942814000029	0.8655943128884854	0.8784163471693309
P3	1	3	0.4747709333896637	0.6038203239440918	0.47535240650177	1.3738510214921824	0.7310359809308915	0.7862784914037162	0.7872414816990878
P3	1	4	0.6906902194023132	0.891513466835022	0.6885306239128113	1.4131916233097725	0.7429571302274413	0.774738963679758	0.7723165712315891
P3	1	5	0.8724982142448425	1.12416672706604	0.8678063154220581	1.4195548727566512	0.7350026239468056	0.7761288367980552	0.7719551686847588
P3	1	6	0.9702378511428833	1.236781358718872	0.9698517322540283	1.3643432832377105	0.7116502609008101	0.7844861537595541	0.7841739571969741
P3	1	7	0.7843087315559387	0.9988840222358704	0.7890298366546631	1.0835045561664902	0.6628965719565189	0.7851849805349442	0.7899113601682443
P3	1	8	0.5098202228546143	0.6555743217468262	0.5090538263320923	0.986921408472066	0.6817593568966162	0.777669603495391	0.7765005575198259
P3	1	9	0.3174735903739929	0.4012570083141327	0.31661444902420044	0.9737872930514392	0.6538525756199607	0.7911976209657923	0.789056496120641
P3	1	10	0.1517781913280487	0.16011638939380646	0.14982125163078308	0.801526079969971	0.39931078603569714	0.947924143822342	0.9357021613964672
P3	2	1	0.24025805294513702	0.28305310010910034	0.24105112254619598	1.5937492327416023	0.6549701184368747	0.8488091204531293	0.8516109608171928
P3	2	3	0.30154186487197876	0.3681303858757019	0.3014928102493286	1.3738356912593879	0.6925332610014779	0.8191170206031116	0.8189837672110195
P3	2	4	0.5258229374885559	0.6581997275352478	0.5265421867370605	1.3783831061769731	0.6985975790100096	0.7988805152770245	0.7999732675502562
P3	2	5	0.6872930526733398	0.8712269067764282	0.690443217754364	1.3699736231130066	0.7068914329388775	0.7888795069660435	0.792495287259928
P3	2	6	0.788936972618103	0.9998354911804199	0.7901991009712219	1.317529228644116	0.6913778006660114	0.7890667810628256	0.7903291170813528
